Unnamed: 0,video-id,fold-ind,startphrase,sent1,sent2,gold-source,ending0,ending1,ending2,ending3,label
2748,dream-0122-triplet-6,0,What happens after 'eating'?,"Hello, Ms Thomas. What can I do for you? Well, I've been having bad stomach pains lately, doctor. Oh, I'm sorry to hear that. How long have you been having them? Just in the last few weeks. I get a very sharp pain about an hour after having meals. I see. Do you get this after every meal? Let me think. No, it's usually in the afternoon, after lunch. Well, what do you have for lunch? Oh, I mostly just have a quick hamburger and rush back to the office. We're very busy at the moment. Well, I don't think it's a serious thing. Maybe you eat too quickly. It's bad for your health. My husband is always telling me that. Anyway, I'll give you something for it and see what happens. Take the medicine three times a day. After meals or before? After eating. Thank you, doctor. You're welcome. ",happens before,gen,think,Take the medicine,having meals,After meals,1
2980,dream-0303-triplet-1,0,What is 'speak to Mr. Hailer' obstructed by?,"United Development Company. May I help you? I'd like to speak to Mr. Hailer, please. Who shall I say is calling, please? This is Mr. Dewey from the IM Company. I'm sorry, Mr. Dewey, but Mr. Halley is not in at the moment. When will he come in, do you know? I suppose he won't be in until 12: 00. May I leave a message? Certainly. Please ask him to give me a call as soon as he returns. He has my number. Very well, Mr. Dewey, I'll do that. Thank you. Bye-bye. ",obstructed by,gen,not in at the moment,won't be in,I'll do that,leave a message,0
3560,dream-0829-triplet-9,0,What is 'glue' used for?,"Did you watch the TV special about barnacles last night? No, I missed it. What did you learn about them? That they glue themselves to rocks in the ocean, shortly after birth. They also stay in the same place forever. Right, have you ever tried removing one of those things? It would be easier to chip the rock away than to get the barnacles off. Exactly, and that's why scientists are trying to figure out what the barnacles glue is made of. It's considered one of the strongest adhesives in nature. And it would have the advantage of being able to work on wet surfaces too. Precisely, and because it's natural protein, it probably wouldn't be harmful to people like so many synthetic glues in use today. Think of all the ways doctors and dentists could use such a glue, mending broken bones, fasting false teeth. There could be countless uses. Scientists hope to learn soon exactly how the glue is made, so that people can make use of it. ",used for,gen,barnacles glue,work on wet surfaces,glue themselves to rocks,fasting false teeth,3
4106,dream-0526-triplet-7,0,What property does 'hold of his knife' have?,"Hello, Joan. Why are you late today? You are never late for work. No, I never am, but... Wow! Your coat's very dirty! Did you fall? Yes, I had a terrible experience on the underground train. Listen to this! A man came up to me and pulled out a knife. He pointed it right at me! Oh, no! Are you all right? Did he hurt you? No, he didn't hurt me, but he took my handbag. Then what happened? What did you do? I caught hold of his knife, and he pushed me to the floor. Oh, no! Why did you catch hold of his knife? That's dangerous. I don't know. I didn't think. And what did the other passengers do? Did they help you? Yes, they did. Two men ran after the robber and held him. Did the police come? Yeah. The conductor called a policeman, and he took the robber to the police station. What a story! Thank God you're all right. ",has property,gen,I,terrible experience,dangerous,"Hello,",2
2250,mutual-1003-triplet-2,0,What is implied by 'weather forecast says it 's going to be a good day'?,"hey , joe . do you think it 's going to rain today ? well , see the dark clouds over there . it 's very likely , but the weather forecast says it 's going to be a good day . i think they will make another mistake this time . ",implies,gen,it 's going to be a good day,dark clouds,make another mistake this time,rain,2
2824,dream-0144-triplet-6,0,What is 'drive' obstructed by?,"Hi! Nice to meet you, Nancy! Where were you yesterday? I didn't come because I was sick. You still look a little sick. You ought to go back to bed. I am going home now. Did you drive today? Oh, No, I don't have a car. I can take you home. Would you like a ride? Yes. Thanks a lot. Could you stop at the chemist's on the way? I need to buy some medicine. ",obstructed by,gen,stop at the chemist's,going home,don't have a car,take you home,2
3459,dream-0810-triplet-1,0,What does 'stayed awake the whole night' cause?,"Tom, wake up! It's almost seven o'clock. Oh, morning, Mom. Did the alarm clock ring? Yes, it did. But I didn't hear it at all. What time did you set it for last night? Six o'clock. Hurry up, or you'll be late for school. Are you feeling ill? No. I'm only sleepy because I stayed awake the whole night. Breakfast is ready. Get dressed and get out of bed. Don't forget to wash you face and brush your teeth before you eat breakfast. OK, I'm coming. ",causes,gen,almost seven o'clock,Breakfast is ready,late for school,sleepy,3
3345,dream-0426-triplet-9,0,What does 'love gardening' cause?,"Can you believe that we've finally found a house? Good for you. Tell me about the house! It doesn't look good outside. but it is lovely inside. How nice! How many bedrooms does it have? Well, it has three bedrooms, two bathrooms, one big sitting room and a modern kitchen. Then your two boys don't need to share a room. They are happy with it? Yeah, they can have their own rooms. What interests me most is the small garden before the house. You know I love gardening so much. ",causes,gen,love gardening so much,modern kitchen,doesn't look good outside,small garden before the house,3
54,daily-dialogue-1017-triplet-3,0,What is 'One thousand dollars'?,"Good morning , sir . Could I be of any service to you ? Have you got any Chinese paintings ? Yes , we have landscape paintings , figure paintings and flower-and-bird paintings . I'd like a flower-and-bird painting . Good . How about this picture of cranes with pine trees ? It was painted by a famous Chinese painter in King Dynasty . Oh , they look just like live cranes . I like this picture very much . How much is it ? One thousand dollars . It's a lot of money . But the picture is excellent , I'll take it . ",is a,gen,picture,a lot of money,lot of money,picture is excellent,2
3681,dream-0856-triplet-4,0,What does 'I'm repairing lots of watches' cause?,"Excuse me, my watch stopped running, and I am not sure what's wrong with it. Well, let me look at it. Hmm, it seems that it just needs a new battery. Oh, that's really. I got some water on it last week and I was afraid that it might ruin the watch. How much is a new battery? It's 6.99, and we not only change a battery but also guarantee it for a year. And if you have the watch cleaned here, we can guarantee it for an additional three months. That sounds like a good deal. I'll get my battery here. When will it be ready? Usually I can do it right away but now I'm repairing lots of watches and I am way behind. Can you leave your watch here until 5 PM? Okey, see you then. ",causes,gen,needs a new battery,get my battery here,my watch stopped running,leave your watch here,3
1556,daily-dialogue-0161-triplet-6,0,Which goal motivates the act/action 'speaking French'?,"Bonjour ! What ? I said , Bonjour ! What ’ s wrong with you , Ted ? I ’ m speaking French . Don ’ t you know anything ? What ’ s wrong with speaking English ? Well , I just got back from my language school . We have to speak French all day there . No English allowed ! What are you doing that for ? I ’ m trying to learn new skills . It makes me more qualified for a good job . Good for you . ",motivated by goal,gen,?,speaking French,more qualified for a good job,learn new skills,3
784,dream-0572-triplet-12,0,What desire is caused by 'hard it is to run on sand'?,"Hey, Karen, it looks like you've got some sun this weekend. Yeah, I guess so. I spent the weekend at the beach. Oh, yeah, that's great. Where did you stay? Some friends of my parents' live out there and they invited me for as long as I wanted to stay. So what are you doing back here already? Oh, I have a paper to work on, and I just couldn't do any serious studying at the beach. I don't blame you. So what did you do out there? I mean besides lying out in the sun. I ran slowly up and down the beach, and 1 played some volleyball. You know I never realized how hard it is to run on sand. I couldn't even get through a whole game before I had to sit down. Did you go swimming? I wanted to, but they said the water isn't warm enough for that until a couple of months from now. It all sounds nice. I wish I could get away to the beach like that. coming back home moderately warm water",causes desire,gen,sit down,invited me,ran slowly up and down the beach,run on sand,0
561,dream-0242-triplet-11,0,What does 'daughter cooks dinner for Mom's birthday' cause?,"Mary, tomorrow is your mom's fiftieth birthday. Do you know? Of course I do. How shall we celebrate it? First of all a birthday present. What about buying her a beautiful skirt? That's a good idea. It would make her look younger. And a big birthday cake too, with fifty candles. That's right. Shall we have a special dinner? How about a Chinese dinner? Fine. Where should we have it? We can have it at home. I've learned to cook a few dishes from a Chinese friend. I'm sure Mom would like them. All right. Are you going to do the shopping as well? Why don't we go together, Dad? OK. When? How about this afternoon? birthday celebration daughter cooks dinner for Mom's birthday",causes,gen,have a special dinner,Mom would like them,we go together,celebrate it,1
1214,daily-dialogue-0023-triplet-1,0,What does 'My pager is really old' cause?,"All right , let's see who's ruining my TV time . What are you going to do ? Call my boss and chew him out ? Is your boss named Vic ? Your pager says , This is Vic . Here I come ! Impossible . My pager is really old . It doesn't display messages . Here , see for yourself . That's really strange ! It's almost the same as when I ... Gosh , you're right ! It's from some guy named Vic . I wonder who he is ... ",causes,gen,It doesn't display messages,chew him out,Here I come,ruining my TV time,0
2315,mutual-1040-triplet-2,0,What does 'a lot of water got into their lungs' cause?,"hey , we should watch the kids more carefully when there in the pool . did you ever hear about secondary drowning ? no , never heard of it . is that like when you get water up your nose ? do n't joke about it ! i learned it from the internet . some children die each year because they fall into a pool or a lake , but they did n't drown right away . someone pulled them out of the water and they seemed ok for the first day . but a lot of water got into their lungs , and the next day , they died . ",causes,gen,drowning,never,watch the kids more carefully,they died,3
912,dream-0601-triplet-8,0,Where is 'art exhibition' located?,"Hi, Jenny. What did you do today? Hi, Mark! I've just got back from the Art Gallery. They had a wonderful art exhibition today. You shouldn't have stayed home and worked on that paper. I think you would have been inspired by some of the paintings. Oh, I don't know. I don't really care for modern art. I think you should think of modern art like food. You need to taste things to see if you like them. You know, some of the pieces at the exhibition were even for sale. The last one was on sale for $9,000. $9,000? Well, I may go and visit the exhibition tomorrow, but I'm not going to buy anything. OK, let me know how it goes, won't you? And you might give Tom a call. He wanted to go with me today but his aunt was in town so he couldn't. He really wants to go. OK, I will. ",at location,gen,sale,Art Gallery,exhibition,taste things,1
993,dream-0606-triplet-25,0,"What is 'stay in shape,'?","Hi, Laura. Where are you heading with that big bag? I'm offto the gym. I've got to stay in shape, you know. I know more women who exercise than men. What's the main reason you do that? For your health, or to look good? To be honest, for both. With women, good looks are always a very important consideration. I see. How about you? Do you get any regular exercise? I do a lot of walking for exercise and enjoyment-sometimes ten to twenty kilometers at a time-but I never go to the gym like you do. Well, walking is a good exercise. How about sports? Not since my school days. I used to love playing baseball, but it's impossible to get enough people together for a game now. Mostly I just watch sports on TV I play tennis fairly regularly with my friends and sometimes go swimming and cycling by myself. Oh, I forgot about that. I go cycling sometimes too. And I often go swimming on vacation, but only recreational swimming. Why don't you join me at the gym sometime? Well, maybe someday, but I'm pretty lazy about things like that. carry water and towel to the gym do exercise together",is a,gen,forgot about that,How about,game,offto the gym,3
851,dream-0598-triplet-4,0,What desire is caused by 'get the support of my country'?,"Hi, Jeanie. Why have you come to school an hour early? I wanted to get a front row seat and review one more time before the test. Why are you here so early, Jack? I get out of my car here this time every day. You seem to be nervous about your lessons. Have you finished your review? I've only been studying night and day for the last week. If I don't get an A in this class, I won't get the support of my country. This class is really just a review for me. I've been learning it for two years. That's lucky for you. Jeanie, can you guess what the test will be like? Will it be difficult? I hope not. But I'm still worried about it. Well, cheer up. Hope for good luck. Thanks for wishing me luck. get good grades in the test",causes desire,gen,wishing me luck,get good grades in the test,That's lucky for you,I hope not,1
3194,dream-0362-triplet-3,0,What does 'grew up in Spain' cause?,"Why, Ann, I haven't seen you for ages. How have you been? Bob, it has been a long time, hasn't it? It must be at least a year. No. We talked at the Johnson's Christmas party last December. Don't you remember? That's right. Well, how are you? Still working for the Germen company? No. I changed my job about 4 months ago. I'm with the World Bank now. How about you? I'm still working at the University, but I transferred from the German Department to the Spanish Department. Don't you tell me you speak Spanish, too? Sure. I grew up in Spain, you know. German was what I studied in college. All I have ever managed to learn is a little Italian. Oh. excuse me, someone is knocking at the door. I'll talk to you again later, Bob. It was nice talking to you, Ann. ",causes,gen,I haven't seen you for ages,Don't you remember,speak Spanish,transferred from the German Department to the Spanish Department,2
1549,daily-dialogue-0159-triplet-1,0,What does 'bad mood' cause?,"Bob , did you see our supervisor ? I need him to sign this paper . He is in his office , but you'd better choose your words carefully while talking to him . What's up ? Nothing . But he is in a bad mood today . Thanks for the warning . That's all right . ",causes,gen,choose your words carefully,all right .,?,in a bad mood,0
1444,daily-dialogue-0122-triplet-1,0,What is implied by 'dating'?,"Are you really dating with Frank ? Yeah . But in my heart of hearts , I find he ’ s not very much to my liking . Then why not keep away from him ? The problem is that I just have no one to turn to right now . That ’ s stupid . ",implies,gen,no one to turn to right now,liking,stupid,keep away from him,1
231,daily-dialogue-1161-triplet-8,0,What does 'haunted house' cause?,"Have you seen that house ? Yes , it looks interesting . You're right . I love it very much . It must be old . At least more than 100 years old . Let's enter it ! I can't open the door . It must be locked . Let me ask the old woman in that reception office . She can't answer you . She must be deaf . It must be a haunted house . Are you frightened ? Frightened ? You must be joking . ",causes,gen,She can't answer you,Frightened,enter it,frightened,1
198,daily-dialogue-1139-triplet-2,0,What property does 'nice apples' have?,"Have you got some nice apples in stock today ? What about these ? They are very fresh and exceptionally juicy . Are they sweet ? Very sweet . How much are they ? These are a dollar each and those are 75 cents each . All right , I'll have a dozen of the dollar ones . OK . Anything else ? Do you have any tangerines ? I'd like to have two kilograms . Yes , we've just had some wonderful tangerines in from Tailband . Here they are . How much is it in all ? Thirty dollars . fruit store",has property,gen,tangerines,sweet,fruit store,exceptionally juicy,3
833,dream-0589-triplet-6,0,What does 'broke both my legs' cause?,"Hi, Bob. I heard about your accident but I didn't think it would be this bad. Well, thanks for making me feel better. I can hardly recognize you. Tell me what happened. I just got back from Africa where I had a terrible accident in a motorcycle race. I broke both my legs when my motor failed and was hit by another motorcycle. I was laid up in a hospital over there for three weeks. Three weeks, that's a long time. What did you do while you were in the hospital? Well, if you can believe it, I read all about motorcycle racing. I love racing even if it hurts. But I'm afraid you don't make it look very funny. You're lucky to be alive. That's for sure. I am lucky to be alive. How soon can you get well? Did the doctor tell you about it? They say I still need to stay in bed for two weeks or so. I think you'll get a bit fatter by then. By the way, is there anything I can do for you? No, thank you. Thank you for the beautiful flowers. It's very kind of you to come to see me. I'll be going then. Bye. Bye. meeting someone after accident killing someone someone close had a terrible accident",causes,gen,hospital,making me feel better,laid up in a hospital over there for three weeks,lucky to be alive,2
3516,dream-0820-triplet-4,0,What does 'Laughter' cause?,"We've all heard the saying 'Laughter is the best medicine.' How important is it to our health, Dr. Berk? This saying has been scientifically proven! A year-long study of heart attack victims done at the Oakhurst Health Research Institute in California found that of those patients who spent half an hour a day watching comedy videos, 10 percent had a second heart attack, whereas 30 percent of those who did not watch had a second attack. Wow! Laughter is really a good medicine to patients. Can you give us another example? Sure! Norman Cousins, editor of the Saturday Review, learned this during a battle with an illness. He discovered that his condition improved when he enjoyed himself and watched funny movies. You said Norman learned this? Do we have to learn to laugh? Not necessarily. Since laughing is something people can do sitting down, costs no money, and requires no special exercise equipment or skill, it's the perfect workout for anyone who doesn't have the time or desire to participate in a regular fitness program. Oh. Do you have such a program to offer to the general public? Yes, we do. It's called the Smile Time-Out. You take a deep breath, smile, exhale, and say 'Aaah' while visualizing all your muscles and cells smiling. Then add to that a memory of a time you felt really good and laughed and laughed. What about the situation in which you aren't in a mood to laugh? Even when you fake a smile or laugh, you get the same physiological benefits as when it's the real thing, because your mind is smart, but your body is stupid and can't tell the difference! ",causes,gen,Oh,condition improved,Smile Time-Out,health,1
3837,dream-0452-triplet-5,0,What does 'noisy' cause?,"Do you have somewhere to stay in London, Peter? No, I don't. In fact, I was about to ask you if you could arrange some place for me to stay. Yes, that's no problem though I am not in charge of it. I'll ask someone to arrange it for you. What kind of place were you considering? Well, I don't care if I share with other people, but I'm not good at housework. Maybe a home stay would be OK, but I don't like young children, because they're noisy and it's difficult to study. Hopefully, I can live with a lady who has retired. OK, that's no problem. But I must warn you that living with a family in London is very expensive. Much more expensive than other small cities. That's not a big problem. I have some money saved. Besides, I can always get a part-time job. I'm working in a supermarket as a cashier now. So I don't think I will have trouble with money. Sounds good. I'll call you if I get some information about that. OK, that's great. Thank you very much. You are welcome. ",causes,gen,not a big problem,difficult to study,ask someone to arrange it,more expensive than other small cities,1
375,daily-dialogue-1213-triplet-7,0,What desire is caused by 'really itchy skin'?,"Hello , I need to come in and see the doctor . Are you scheduling a check-up , or are you ill ? I have really itchy skin and think I may have to have it looked at . Have you been feeling any joint aches with that rash ? No , but I have a low fever . I have times available for Tuesday or Wednesday . Which one would work best for you ? I want to come in on Wednesday . I can fit you in on that day at 10 I would prefer Dr . Smith . You can see the doctor of your choice then , and we will see you at your scheduled appointment time . ",causes desire,gen,have times available,I would prefer Dr,have it looked at,scheduling a check-up,2
3506,dream-0817-triplet-8,0,What prerequisite does ''ve been employed' have?,"We would be interested in having you join us, Mrs. Sharp. Thank you. I have done this knid of work before. I know, and that's probably the reason you've been employed. Do you prefer part-time or full-time employment? Part-time. OK. Some people choose part-time jobs because they want to do something else besides work, such as reading novels or playing sports. But they will not get any other benefits besides the wages. I don't care about that. May I ask you if I can decide the hours I would work? I can only give you the choice from 7:00 a.m. till noon or from noon till 5:00 p.m. Then I'd prefer to work in the morning because I have to prepare dinner for my children. OK, Mrs. Sharp. Just sign your name on this sheet of paper. You may start next week. Mrs. Clarkson has got something ready for you--a blackboard, some chalk, and a tape recorder. She'll show you around later. Thank you. ",has prerequisite,gen,part-time jobs,show you around later,sign your name,knid of work,2
1744,daily-dialogue-0489-triplet-2,0,What is 'able to pick him out'?,Did you see who the suspect was ? I got a perfect look at the suspect . Would you be able to pick him out of a line-up ? That'll be easy . Please take a careful look at these five men . Okay . Is the suspect in this line ? I see him . Which number is he ? The suspect is number four . Your cooperation is very much appreciated . I'm happy to be of assistance . ,is a,gen,careful look at these five men,assistance,see him,suspect,1
3310,dream-0406-triplet-1,0,What desire is caused by 'vacation'?,"Are you going somewhere for your vacation? Yes, I'm making plans for a tour. That'll be lovely. Where are you going? I start out from Long Island this Friday. I've planned a four-day drive to Salt Lake Ciy, where I'll join my brother and my family for his fortieth birthday. Well, you've got to prepare lots of food and enough sleeping bags then? Oh, no. I'll spend the nights in hotels and enjoy local food as I pass by. How does it sound? It sounds good. You can do a lot of sightseeing, too. So, you're going to have a nice vacation. ",causes desire,gen,prepare lots of food,making plans for a tour,enjoy local food,have a nice vacation,1
1587,daily-dialogue-0173-triplet-7,0,What prerequisite does 'live band' have?,"Can I borrow your Cds for our school dance ? Oh , you don't ask much , do you ? I promise I will personally guard every single one and they will come back in perfect condition . I'll tell you what . Your class can rent them from me for the night and buy back any damaged ones . That sounds fair . That's still cheaper than paying a band to come play for us . Not as fun though . A live band is way more exciting ! Our class doesn't have enough money . We already checked into it . Let me know with your next dance . I know a band that may give you a break for the publicity . music need money",has prerequisite,gen,Your class can rent them from me for the night,class doesn't have enough money,perfect condition,need money,3
3294,dream-0393-triplet-2,0,What does 'hot today' cause?,"A lovely day, isn't it? It is. It seems it will be a fine all day. I think it will be a dry day. There's hardly a cloud in the sky. We'll have a heat wave in the afternoon. I'm afraid. It's very hot today. No wind at alt. You're fight. There's hardly a breath of air. By the way, did you watch the weather forecast on the television? Yes, it is said a high pressure area would remain to the southwest of England. There would be a little rain or showers here or there, but bright weather the rest of the day. ",causes,gen,dry day,hardly a breath of air,A lovely day,heat wave in the afternoon,3
2956,dream-0174-triplet-5,0,What subevent does 'repainting the living room' have?,"Honey, how long have we been living here? About 10 years. What's wrong? I am thinking about redecorating our house. That would cost a lot of money. But we do need to do some changes to the house. Right. What about repainting the living room in yellow? Good idea. I like the countryside style. Great minds think the same. And we can also ask someone to draw a picture on the wall. It sounds great. And the curtain should be changed too. OK. Maybe we should make a blue program first. ",has subevent,gen,curtain should be changed,repainting the living room in yellow,great,draw a picture on the wall,3
4043,dream-0499-triplet-1,0,What does 'hire some bikes' cause?,"Good morning, this is Burt's Bicycle Rental. Good morning, Miss. A friend of mine suggested I call you to hire some bikes. Oh, yes. A lot of people do this these days. Yes, we're just on holiday here for a few days and they said it would be a good idea to see the island by bicycle. Well, it certainly is. And most people rent a motor bike because you can get around faster and even go to the beach if you like. If I wanted to hire 2 motor bikes tomorrow morning for 2 days, would there be any problem? No problem at all. May I know your name? It's Green, G-R-E-E-N. And your telephone number? I'm at the Holiday Sun Hotel. My number is 0708112, I'm in Room 1203. By the way, is your bike rental shop at No.100 Teckman Street? That's right. OK, then, I'll see you tomorrow morning. Thanks a lot. I'll see you then. ",causes,gen,any problem,I call you,"Oh, yes.",I'll see you,1
3384,dream-0442-triplet-1,0,What does 'awake' cooccur with?,"Did you hear the thunder last night? Yes. I was awake at that time. It was really loud. I didn't see any lightning though. I thought thunder and lightning always occur together. What makes you believe that? A science book says, when lightning quickly beats the air, it will cause thunder. I guess you didn't read the whole article because the book also says if the lightning is very high in the sky, you might not see that. ",happens simultaneously,gen,lightning quickly beats the air,awake,lightning is very high in the sky,hear the thunder,3
1825,dream-0015-triplet-2,0,What prerequisite does 'go with me' have?,"Are you free on the weekend? I haven't got any plans yet, why? There is an exhibition of Chinese paintings at the public library. Would you like to go with me? I'd love to, but when? How about Saturday morning? It's cooler in the morning and maybe less crowded. I'm afraid I can not get up early on weekends. I'd prefer Saturday afternoon. Believe me there won't be too many people. So, shall we meet at 2:00, Saturday afternoon? OK, that would be great. I'll be waiting for you at my home. ",has prerequisite,gen,there won't be too many people,free on the weekend,cooler in the morning,get up early,1
3522,dream-0820-triplet-10,0,What does 'fake a smile' cause?,"We've all heard the saying 'Laughter is the best medicine.' How important is it to our health, Dr. Berk? This saying has been scientifically proven! A year-long study of heart attack victims done at the Oakhurst Health Research Institute in California found that of those patients who spent half an hour a day watching comedy videos, 10 percent had a second heart attack, whereas 30 percent of those who did not watch had a second attack. Wow! Laughter is really a good medicine to patients. Can you give us another example? Sure! Norman Cousins, editor of the Saturday Review, learned this during a battle with an illness. He discovered that his condition improved when he enjoyed himself and watched funny movies. You said Norman learned this? Do we have to learn to laugh? Not necessarily. Since laughing is something people can do sitting down, costs no money, and requires no special exercise equipment or skill, it's the perfect workout for anyone who doesn't have the time or desire to participate in a regular fitness program. Oh. Do you have such a program to offer to the general public? Yes, we do. It's called the Smile Time-Out. You take a deep breath, smile, exhale, and say 'Aaah' while visualizing all your muscles and cells smiling. Then add to that a memory of a time you felt really good and laughed and laughed. What about the situation in which you aren't in a mood to laugh? Even when you fake a smile or laugh, you get the same physiological benefits as when it's the real thing, because your mind is smart, but your body is stupid and can't tell the difference! ",causes,gen,get the same physiological benefits,physiological benefits,do,memory of a time you felt really good and laughed and laughed,0
2466,mutual-1155-triplet-5,0,What does 'i finished all my courses today' cause?,"hi , maria , how 's it going ? good . i finished all my courses today , so i can relax . great . maybe you 'll have time for some traveling now . maybe , but i think i 'll stay at home this weekend . oh , well , why do n't you come to my house ? my family is coming over . we 're having a barbeque in the back garden . thanks . but it 's with your families , so you probably do n't want other people there . no , really . do n't worry , because i 'm inviting a few people from my class as well . i 'd really like you to come . ",causes,gen,come to my house,thanks,my family is coming over,have time for some traveling now,3
876,dream-0599-triplet-11,0,What is a synonym of 'Work'?,"Hi, Jenny. Is it true you're moving to London? Yes, it is. What made you decide to do that? Work, mainly. I'm sure I'll be able to find a job there. You're probably right. But where are you going to live? I hope I'll find a flat to share with somebody. That way it will be cheaper. Yes, that's a good idea. Are you taking your dog with you? No, I don't think so. My parents have offered to take care of him, and I don't think he'd be happy in the city. You're probably right. But aren't you afraid of moving to such a big place, especially after living in a small village? Not really. I think I'll enjoy myself. There's so much to do there; I expect I won't miss the countryside much and I can always come back and visit. Well, I just hope you'll invite me to stay when you get settled. Of course I will. ",synonym,gen,moving to London,I,find a job,find a flat to share,2
4117,daily-dialogue-0810-triplet-1,0,What is 'envelope' used for?,"Excuse me . Can I deposit valuables here ? Yes , you can . Please put your articles in this envelope and seal it . OK . How long would you like us to keep it ? Till next Monday when we check out . All right , ma'am . ",used for,gen,me,seal,valuables,check out,2
401,daily-dialogue-1242-triplet-5,0,Which goal motivates the act/action 'standing here'?,"Hello , Mary . Why are you standing here in the cold wind ? I ’ m waiting for a bus and going for a walk in the park . Going for a walk in such a cold weather ? I always like to go for a walk before a supper . I see . reach the park",motivated by goal,gen,going for a walk in the park,reach the park,"Hello , Mary",Why are you standing here in the cold wind,0
352,daily-dialogue-1208-triplet-3,0,When does 'going to start working' happen?,"Hello , I am calling about my cable service . What's the problem ? For the past week my cable hasn't been working . I apologize , but the cable has been down lately . Do you know when it is going to start working again ? Give it a couple days , and it should be back on . Will I still have to pay for the cable while it's not working ? Since it's not working , I'm going to give you a credit . So I don't have to pay anything ? You won't pay anything until your cable starts working again . Okay , thank you very much for your help . No problem . Thank you for being so understanding . ",happens in,gen,know when it is going to start working again,couple days,it's not working,cable has been down lately,1
3132,dream-0352-triplet-3,0,What does 'rainy' cause?,"Where do you want to go, Madam? Hilton Hotel, please. Brrr! It's cold, eh? I'm freezing. Come in. San Francisco is usually cold in winter, you know. It's often very rainy, which makes the weather colder and it sometimes.... Well, it gets very hot in summer, doesn't it? Not really. It gets warm in July and August. That's the best time to visit the city. Uh, oh. Here comes the rain! It's raining hard. By the way, how long does it take to reach the hotel, do you think? About half an hour if there is no traffic jam. Would you like to listen to some light music? That would be lovely. taxi",causes,gen,Hotel,cold,rain,lovely,1
2043,dream-0430-triplet-3,0,What does 'take examinadons' cause?,"Come on. Will you please stop biting your nails? Sorry, I just can't help it. But it's annoying. I don't mean to annoy you. I feel so nervous. Why? I feel nervous every time I take examinadons. Just relax. I used to feel the same way, but now I can handle exams easily. How do you make it? Well. I attended some lectures on taking exams. That works? What's the importance? Well, you should know that you've been working really hard. And the most important thing is that you should know that the world wouldn't end if you fail. Ok. I'll have a try and see if it works. ",causes,gen,lectures on taking exams,it works,the world wouldn't end,feel so nervous,3
442,dream-0195-triplet-6,0,What desire is caused by 'headache'?,"I keep feeling dizzy, and I've got a headache. How long has this been going on? It started yesterday. You've been studying too much recently. I have no other choice. Next month will be the most important exam of this term. I can understand that. But anyway, you should take better care of yourself. What should I do now? I think you should stay in bed for a little while and I will call the doctor. It's very kind of you. Thank you very much. do well in the exam",causes desire,gen,studying,most important exam,do well in the exam,stay in bed,3
539,dream-0237-triplet-9,0,What is 'take him to the hospital' a manner of?,"Look. Jack! That man fell off the ladder. Come and help! He must be injured. He's not moving. Shall we take him to the hospital? We mustn't move him. Leave him where he is. We must get help. I'll go to that phone box and call the First Aid Center. Right. I'll stay here with him. How is he now? He's still not moving, but he's breathing. His head must be hurt. The First Aid Center says they are coming soon. Let's wait until help comes. Look, there they come! ",manner of,gen,call the First Aid Center,must get help,stay here with him,Leave him where he is,1
20,daily-dialogue-1010-triplet-3,0,What happens after 'plans'?,"Good morning , may I help you ? We'd like to take a tour to Florence . That's a beautiful city . When do you want to go there ? We have got a 2 weeks ' vacation and we plan to leave on Thursday . Then please have a look at the table , there are so many plans . ",happens before,gen,plans,vacation,take a tour,Good morning,1
2659,dream-0108-triplet-4,0,What prerequisite does 'chosen you for the job' have?,"Have you seen Mr. Li? No, I haven't. Is he looking for me? Yes, he is. He wants to talk to you. To me? About what? There's an opening in the sales department. He wants to talk to you about it. Oh, that's great! What kind of this job is it? He hasn't told me exactly. But it will be a better job than this. Thank you for your help. Don't thank me yet! He hasn't talked to you and he hasn't chosen you for the job yet. I know. ",has prerequisite,gen,me,an opening in the sales department,looking for me,talk to you,3
3383,dream-0441-triplet-6,0,What does 'tragic accident' cause?,"Did you hear about the air crash that occurred in South America recently? It was quite a tragic accident! No, I didn't see anything in the news about it. What happened? A foreign airliner was attempting to land at night in a mountainous area in Argentina and flew into a hill! That sounds really terrible! Did anyone survive? No, everyone aboard, including the crew, was killed instantly. What were the circumstances? Were they bad weather, a fire, or engine failure? Apparently, there were some low clouds in the area, but mostly it was just miscommunication between the pilots and the traffic controllers. Weren't they both speaking in English, the official international aviation language? Yes they were, but the transmit ion from poor quality radios was slightly distorted and the accents of the Spanish speaking controllers was so strong that the pilots that the pilots misunderstood a vital instruction. How could a misunderstanding like that cause such a serious accident? The pilots were told to descend to 2-2,000 feet. The instruction actually meant 22,000 feet, but they thought they heard descend 2,000 feet. That's a huge difference, and it should have been confirmed, but it was not. Unfortunately, the terrain of the mountains in Norweija ascends to 2,000 feet. So the pilots did descend to the wrong altitude then, because they were following the air controllers instructions. Sadly enough, yes they did. It was a really bad mistake. Many people died as a result of the simply understanding. Wow, that's a powerful lesson on how important it can be to accurately communicate to each other. ",causes,gen,didn't see anything in the news,the terrain of the mountains,"everyone aboard, including the crew, was killed instantly",pilots misunderstood a vital instruction,2
