Unnamed: 0,video-id,fold-ind,startphrase,sent1,sent2,gold-source,ending0,ending1,ending2,ending3,label
3702,dream-0861-triplet-4,0,Which goal motivates the act/action 'go back and talk to them'?,"When I got home last night I found a letter from the school I used to study in. The students there want me to go back and talk to them. Oh, really? And are you going? I don't know. I used to hate school, so I don't feel like going back. But it's different now. Yes, I know. But it's still a difficult situation. You see, when I was at school I used to be bad at studies and none of the teachers liked me. Well; I think you should go. When I was younger, I used to dream about meeting a famous pop star. You can't let them down. Maybe you are right. OK, I'll go. ",Which goal motivates the act/action 'go back and talk to them'?,gen,none of the teachers liked me,can't let them down,you are right,I know,1
3258,dream-0379-triplet-2,0,What is 'sit down' a manner of?,"Your father and Sally have gone to get the car. Let's wait for them here on the bench. It's nice to sit down. We've been walking for hours. Did you like the White House? Oh, yes. I thought it was beautiful. I wanted to stay longer. I did, too. But we've got a lot of things to see. The line wasn't long this morning, was it? No, it wasn't. We were lucky. I wonder if the president and his family use the rooms we saw. They look more like a museum than somebody's house. Yes. They are the public rooms. The President's family lives upstairs. What do they use the public rooms for? For important affairs. The President usually entertains members of the government and visitors from other countries. I hope I could get a reception at the White House some time. Well, if you do something important when you grow up, maybe you will. Who knows? ",What is 'sit down' a manner of?,gen,do something important,Who knows,wait for them,get the car,2
3004,dream-0309-triplet-2,0,What property does 'weatherman' have?,"We're having a picnic tomorrow. Why don't you come with us? I'd like to, but I think it's going to rain. The weatherman says so. I don't think he is right. It hasn't rained for a week and it isn't cloudy, either. But he is usually correct in his weather news. The temperature is 32t this afternoon. I'm sure we'll have fine weather for our picnic. Well, I'll go, but I'll take my umbrella with me. ",What property does 'weatherman' have?,gen,usually correct,cloudy,temperature,having a picnic,0
2992,dream-0306-triplet-1,0,What happens after 'preparing'?,"We are going to put on a performance. Really? When? On May 4. We have been preparing for it for two months. Where are you going to put it on? In your school? No. At the People's Theatre. If I remember correctly, you put it on at the Youth Square last year. Yeah. But it is under repair now. But why are you doing that? To collect money for repairing the Youth Square? No. We want to collect money and send it to Project Hope. That sounds like a good idea. Good luck to you. Thanks a lot. ",What happens after 'preparing'?,gen,send it to Project Hope,under repair,put on a performance,put it on,2
3074,dream-0334-triplet-2,0,What desire is caused by 'had car trouble.'?,"What happened? I've been waiting for almost an hour. Vm sorry, but I had car trouble. Oh, that's too bad. Couldn't you have telephoned? I was going to, but I didn't have any change for a pay phone. You could've gotten some change in a store. But I was out on the edge of town. There wasn't any place to get change. Well, at least you're here now. No need to wait any longer. So, let's get started. ",What desire is caused by 'had car trouble.'?,gen,telephoned,get change,car trouble,gotten some change in a store,0
1528,daily-dialogue-0150-triplet-2,0,What is 'pockets' used for?,"Besides , yours don't have side pockets like mine . Cool ! They're big ! What have you got in there ? Just the necessities Are you planning a trip to the Outback ? No , but you never know when you'll need a flashlight . Well , my pants are very slimming . They're capris . ",What is 'pockets' used for?,gen,Cool !,slimming,side pockets,flashlight,3
825,dream-0585-triplet-7,0,What desire is caused by 'it didn't work'?,"Hi, Ben, we're having a party tonight. Do you want to come and join us? You can bring your girlfriend. Well, actually, Camilla and I are breaking up. What happened? Did you have an argument? No. She is really a very nice girl. Yeah, she is. She is pretty, caring, and easy-going. And she's a great cook! Well, you are right. But sometimes she's too caring... well, no... she's just possessive... and... a kind of control, you know... I need some space for myself. Oh? Did you talk with her about it? I've tried, but it didn't work. Oh, so, when are you going to tell her? Maybe tonight. I don't know. I don't know how to tell her. I know she is head over heels in love with you. She'll be badly hurt! I know. ",What desire is caused by 'it didn't work'?,gen,possessive,Camilla and I are breaking up,cook,need some space for myself,1
1938,dream-0040-triplet-1,0,What does 'A serious accident happened' cause?,"Did you see the large crowd on the street corner when you came to school this morning? Yes, I did. What was that all about? A serious accident happened. A drunk driver hit a bus full of passengers. Oh dear! A lot of people must have been hurt or even killed? You are right! All the injured people were taken to the hospital immediately. I hope so. Drivers must be careful, especially during rush hour. I agree with you. We will all be safe if everyone obeys the traffic rules. ",What does 'A serious accident happened' cause?,gen,be safe,large crowd on the street corner,serious accident happened,hit a bus full of passengers,1
3550,dream-0828-triplet-1,0,What property does 'start your new job' have?,"Did you start your new job this week? Yes, I did. I started it the day before yesterday. How do you like your new job? And how about your boss? Well, it's demanding, but it's very interesting. The boss seems to be very considerate. It is said that he is kind and friendly to the employees. So you're satisfied with the job, aren't you? Yes, I think I am happy with the new job. ",What property does 'start your new job' have?,gen,happy with the new job,very considerate,satisfied with the job,demanding,3
3296,dream-0398-triplet-2,0,"What does 'rushed out of the box, went to the nearest house, and phoned the police' cause?","Andrew, you're quite a hero, aren't you? Am I? I didn't know. Have you ever been on the radio before? No, not really. I mean I've never found so much money before. Tell me what happened that morning. Well, I collected my newspapers at about 8 o'clock and started my pa- per around. I went past the phone box and I saw this black bag in one comer. I got off my bike to have a better look. It was just an ordinary case. So I decided to find out who it belonged to. When did you realize it was money? As soon as I opened it. What did you do next? I rushed out of the box, went to the nearest house, and phoned the police. what did the police do with the bag? I didn't stay to find out. I had to go and continue the delivery of my newspapers. Were you late for school? Only about five minutes. Nobody seemed to mind. ","What does 'rushed out of the box, went to the nearest house, and phoned the police' cause?",gen,late for school,had to go and continue the delivery of my newspapers,collected my newspapers,have a better look,0
2485,mutual-1170-triplet-1,0,What does 'i have looked after myself' cause?,"hi , michael ! i 'm very sorry for having kept you waiting . it does n't matter . that 's just fine . i have looked after myself . you see , i had a couple of drinks here . ah , i see . ",What does 'i have looked after myself' cause?,gen,kept you waiting,does n't matter,looked after myself,that 's just fine,3
3410,dream-0800-triplet-7,0,Which goal motivates the act/action 'be a role model'?,"This business of having to be a role model, where you can never relax, hang loose, can you? Well, I can't exactly go to hang with my friends at some of the places we used to go to, and just basically raise hell and have a whole bunch of fun. I can't do that any more because it's not good for the public to see that. It's not good for me. Your father said you have the ability to be one of the biggest influences in history, not just golf, humanity. What do you think of that? I think that is more important than just my golf. I think my golf is merely a vehicle to influence people How? How? Oh, so many kids look up to role models, so I can help out kids in a positive way, I can influence their lives in a positive way, and I think that's what it's about. I mean you are only 21, what's the goal? Where do you go? Keep winning. But you know, at a certain point, doesn't lose its thing...? Winning never gets old and having fun never gets old either. And you always have fun. And playing these tournaments is with all the apprehension and everything, still fun? Always. The day it's not fun is the day I quit And it's been fan since I was in the high chair. And it's fun today. ",Which goal motivates the act/action 'be a role model'?,gen,still fun,Where do you go,have fun,influence people,3
1136,daily-dialogue-0002-triplet-3,0,What is 'hospital emergency ward' used for?,"( Bob groans . ) What's the matter.Bob ? I think it's my ankle . What happened ? One of my snowshoes got caught on a rock . Can you stand ? I don't think so.It ' s kind of sore . We'll have to get you to a hospital for an X-ray . Is that really necessary ? It may be worse than it seems . How's it feel ? About the same . Someone will be out to take a look any minute now . Should we be here , Alice ? I don't think it's that serious . Of course ! It's the sort of thing a hospital emergency ward is for . Will we have to wait much longer ? I hope not.It isn't that busy . ",What is 'hospital emergency ward' used for?,gen,necessary,serious,busy,worse,1
2354,mutual-1072-triplet-1,0,What does 'tennis lesson' cause?,"hi , adam , what are you doing ? i 've just got home from my tennis lesson . have you had dinner yet ? no , not yet . i 'm hungry . do you want me to help you cook ? no , i 've already done it . i prepared the fish this morning and cooked it earlier this evening . great . let 's eat . i 'll put the knives and forks on the table . i 've just done that a minute ago , but i have n't put any glasses on the table yet . can you do that please ? ok . ",What does 'tennis lesson' cause?,gen,have you had dinner yet,what are you doing,not yet,i have n't put any glasses on the table yet,2
1991,dream-0056-triplet-4,0,What does 'my first trip to your city' cause?,"Excuse me, could you tell me where the post office is? Post office? It's not far from here. Do you know Xinhua Road? I'm from the United States and this is my first trip to your city. I know nothing about the city. Oh, welcome to our city, I'll show you the road. Please follow me. Thanks, by the way, where can I buy a map of the city? Just at the gate of the post office. Look, the post office is just across the street. Thank you very much. Good-bye. Good-bye. does not know the road",What does 'my first trip to your city' cause?,gen,welcome to our city,where the post office is,gate of the post office,bye,0
1873,dream-0030-triplet-5,0,Which goal motivates the act/action 'But what time is the clinic closed'?,"Clinic, can I help you? This is Frank Smith. Can I make an appointment with Dr Milton? Yes, of course, Mr. Smith. Can you manage this afternoon? I am afraid not. I can manage tomorrow. I am afraid Dr Milton's not on duty tomorrow. He'll be here the day after tomorrow. That's Thursday, March 27th. Fine. Will 5:30 pm be all right? Yes. But what time is the clinic closed? We start at 5:00 am and close at 7:00 pm on weekdays. We don't work on the weekends. I'd prefer a later time. Then what about 6:15 pm? Well, that's fine. free not free tomorrow is free clinic open",Which goal motivates the act/action 'But what time is the clinic closed'?,gen,later time,clinic open,not on duty,He'll be here the day after tomorrow,1
2972,dream-0179-triplet-3,0,What is 'card' used for?,"How do you pay at the shops, Mary? Why? By cash or card, of course. Ever thought of your mobile phone? Is it possible? This time next year, perhaps. It's efficient. Everything is done in 0.2 second, to be exact. ",What is 'card' used for?,gen,cash,phone,pay,possible,2
2495,mutual-1184-triplet-1,0,What is 'read them ahead of time' a manner of?,"hi , professor smith . hi , justine , how are you ? i am ok , but i 'm doing badly in your class . i am wondering how to do better . i think comeing prepared class may do something to improve your grades . how can i prepare for class ? have you checked out my web page ? all of my lecture notes are on my web page . you can download the notes and read them ahead of time . really ? wow , that would be very helpful . another good idea is to read each chapter in the book before class . i usually do n't read the chapter ahead of time . i thought hearing the lecture first was better than reading first . ",What is 'read them ahead of time' a manner of?,gen,read each chapter in the book,justine,comeing prepared class,hearing the lecture first,2
4208,mutual-0215-triplet-3,0,What is 'feel sick and coughed a lot at night' the social norm for?,"could i have a word with you , sir ? just speaking . i have to tell you that i ca n't be in today and tomorrow . so sorry to hear that . what 's wrong with you ? i feel sick and coughed a lot at night . is that serious ? you ought to see a doctor . yes , i did this in the morning . and my doctor wanted me to have a rest these 2 days . that 's good . do you suppose you will be back to the company the day after tomorrow ? ",What is 'feel sick and coughed a lot at night' the social norm for?,gen,serious,doctor,have a rest,speaking,2
1833,dream-0015-triplet-10,0,What prerequisite does 'Saturday afternoon' have?,"Are you free on the weekend? I haven't got any plans yet, why? There is an exhibition of Chinese paintings at the public library. Would you like to go with me? I'd love to, but when? How about Saturday morning? It's cooler in the morning and maybe less crowded. I'm afraid I can not get up early on weekends. I'd prefer Saturday afternoon. Believe me there won't be too many people. So, shall we meet at 2:00, Saturday afternoon? OK, that would be great. I'll be waiting for you at my home. ",What prerequisite does 'Saturday afternoon' have?,gen,paintings,Believe me there won't be too many people,there won't be too many people,cooler in the morning,1
2448,mutual-1145-triplet-1,0,What does 'you two really look like each other' cause?,"hi , lily , what a surprise to see you here ! are n't you on a holiday with mike in paris now ? sorry , i 'm not lily . i 'm her sister lucy . gosh , you two really look like each other . are you twins ? yes . she is 20 minutes older than me . ",What does 'you two really look like each other' cause?,gen,surprise,look like each other,i 'm not lily,on a holiday,2
273,daily-dialogue-1178-triplet-4,0,What does 'the storm' cause?,"Hello ! Hello , Debbie . This is Donald . Oh , hi , Donald . What happened yesterday ? You forgot our date , didn ’ t you ? Well , it rained hard all day and I had a bad cold , so I decided to stay home . You did ? But I tried to call you at least twenty times and nobody answered . Oh , the telephone lines were damaged by the storm . They repaired them yesterday . What did David do yesterday ? Did he and Judy go dancing ? No , they stayed home and played cards with the children . And what did you do ? Did you play cards , too ? No . I listened to records and studied , what did you do yesterday , Donald ? I just told you , Debbie . I tried to call you twenty times ! ",What does 'the storm' cause?,gen,forgot our date,Donald,what did you do,telephone lines were damaged,3
2715,dream-0116-triplet-8,0,Where is 'sports center' located?,"Hello, Kate. Have you been to the new sports center yet? Not yet. Where is it? On Mill Road, near Stone Street, behind Santa Station. What about it? It's wonderful. You can do a lot of sports there. I played table tennis last Saturday, and watched a basketball match. What about the swimming pool? It's very good. Would you like to go there with me next week? Good idea. Every day is OK except Monday. Well. Why not go there on Saturday? Then we can stay for a long time. OK. See you. ",Where is 'sports center' located?,gen,played table tennis,Every day,Saturday,stay for a long time,0
2819,dream-0144-triplet-1,0,What does 'sick' cause?,"Hi! Nice to meet you, Nancy! Where were you yesterday? I didn't come because I was sick. You still look a little sick. You ought to go back to bed. I am going home now. Did you drive today? Oh, No, I don't have a car. I can take you home. Would you like a ride? Yes. Thanks a lot. Could you stop at the chemist's on the way? I need to buy some medicine. ",What does 'sick' cause?,gen,look a little sick,didn't come,going home,like a ride,1
714,dream-0274-triplet-5,0,Which goal motivates the act/action 'fill out this report'?,"Please, please, can you help me? I seem to have lost my handbag. Calm down, Madam. Well, I'll have to fill out this report for you. What color is it, Madam? Well, it is a white one. How big is it? Mm, I guess it's about one foot long and seven inches tall. One foot long and seven inches tall. What's in the bag, Madam? There is a wallet, two keys, and a letter. And where did you leave it? I am sure I left it in the coffee shop on the 5th floor. Don't worry, Madam. I am sure we can find it. Now could you give me your name, your address and telephone number? being tensed report the lost item return the lost item when found",Which goal motivates the act/action 'fill out this report'?,gen,"give me your name, your address and telephone number",keys,find it,fill out this report,2
122,daily-dialogue-1065-triplet-10,0,What does 'world becomes open' cooccur with?,"Gosh , another stop . It seems the cars ahead of us have to stop every two minutes , It's no quicker than a bus . That's true . During rush hours , taxis are just as quick as buses . It was silly of me to have taken a taxi . At least , it can free you from the crowd . By the way , do you come from China ? No , from New Zealand , sir . I visited New Zealand and saw lots of overseas people there . Wow , like America . It receives a great number of visitors every year . The more the world becomes open , the more people become international ! ",What does 'world becomes open' cooccur with?,gen,free you from the crowd,taxis are just as quick as buses,taken a taxi,people become international,3
2313,mutual-1039-triplet-3,0,What does 'so hot' cause?,"hey , warren . do you want to go to the beach today ? i am sorry , fatima . since it 's so hot , i 'm thinking about going to the shopping centre instead . that sounds good . can i join you ? sure . let me go home first to have a shower . then let 's hit the center . ",What does 'so hot' cause?,gen,good,hit the center,go to the beach,going to the shopping centre,3
3686,dream-0858-triplet-5,0,What does 'The touch and sound of the paper' cause?,"Excuse me, sir. I notice you're reading a newspaper. Can I ask you some questions for a market research project? I don't really trust big advertisers, so... Oh, it's not like that. We're a small nonprofit organization, and we're hoping to save our local papers and all the jobs they create. Oh, that's an awesome cause! Fire away! Great. So, tell me what you like about newspapers. Well, there is a certain feel to holding a paper and turning the pages. The touch and sound of the paper as I fold it are so pleasant... A tablet can't give you this kind of feeling at all. Do you usually read the whole paper or go through different sections to pick out your favorite articles? I like being able to look around and find what I want. I can do this very quickly with a newspaper, but online news is tough for me to sort through. It takes me forever just to find something good, and sometimes when I do, it turns out to be something different! Do you dislike anything about your newspaper? Well, the only thing I can think of is all the ads nowadays. But it's even worse online, so I guess the answer is no! ",What does 'The touch and sound of the paper' cause?,gen,takes me forever,like being able to look around and find what I want,like about newspapers,dislike anything about your newspaper,2
3069,dream-0331-triplet-2,0,What does 'It's too dirty' cause?,"What did you think of the lecture? I thought it was very interesting. Did you really? Yes, didn't you? Certainly not. I thought he talked a lot of rubbish. So you think you know more than he does. Well, take coal for instance. What about it? Coal won't become important again. Why not? It's too dirty. They won't be able to find people to work down coal mines in the future. They'll invent new kinds of machinery. Nonsense. The only sort of power they'll use in the future is atomic power. ",What does 'It's too dirty' cause?,gen,Coal won't become important again,invent new kinds of machinery,interesting,too dirty,0
2932,dream-0169-triplet-4,0,What does 'track your package' cause?,"Hi, what can I do for you? I'd like to send this package to France. Can it be delivered in the next five days? Yes. We offer an overnight service. It'll cost 70 dollars. Ah, that's a bit expensive. Do you have a three-day service? No, but we can get your package to France in one week for 40 dollars. Well, that sounds good. I'll take that. Is the service guaranteed? Yes. We also offer a service where we can track your package. But that will cost 10 dollars extra. Oh, I won't need the tracking service... ",What does 'track your package' cause?,gen,cost 10 dollars extra,the service guaranteed,good,expensive,0
3269,dream-0380-triplet-4,0,Which goal motivates the act/action 'go and ask that salesgirl'?,"Zhu, how do you like this coat? Come on, George. Isn't that color too bright for me? Then how about this one? Oh, I'm afraid this color is too light. It easily gets dirty. Well, well, Zhu, you're being a bit difficult. What would you say if I buy this one? It's nice. Try it on. Now you look quite smart, but doesn't it feel a bit tight at the shoulders? Yeah. Let's see if there's a larger size. Well, they don't seem to have anything larger. Why don't we go and ask that salesgirl over there? I think she can help us. ",Which goal motivates the act/action 'go and ask that salesgirl'?,gen,this color is too light,color,easily gets dirty,she can help us,3
3412,dream-0801-triplet-2,0,What does 'lost her lovely pet cat' cause?,"This is Jack speaking. Who is this? This is Jenny, Jack. Could you help me? Certainly. What is the matter? My sister had an argument with me yesterday because I lost her lovely pet cat. She was really mad at me. And she hasn't talked to me for a whole day. Oh, Jenny. In fact, you're the one who made a mistake. Yes, I know that. But what should I do to make her happy? If I were you, I'd say sorry to her first and then get her another cat. That's a good idea. But I don't have.., enough money. Oh, don't worry. I've got some. I can lend some to you. That's very kind of you. ",What does 'lost her lovely pet cat' cause?,gen,make her happy,made a mistake,had an argument,the matter,2
468,dream-0213-triplet-10,0,What happens after 'offered of being flatmate'?,I'm losing my sleep. I feel tired and sleepy all the time. I've got to do something about it. I'm so sorry for you. But what are you going to do? I want to move out of the dorm and rent a small flat. That's a good idea. It will be much more convenient for you. But I need your help. How? To find one person for you? Yes I'll sleep on it tonight and tell you my decision tomorrow. OK? find a flatmate offered of being flatmate,What happens after 'offered of being flatmate'?,gen,move out of the dorm and rent a small flat,decision,find a flatmate,losing my sleep,1
2750,dream-0123-triplet-2,0,What does 'book a table' cause?,"Hello, Old English Restaurant. Can I help you? Yes. I'd like to book a table for tonight. Yes, sir. What time? Eight o'clock. Certainly. For how many people? There are ten of us. Ten of you! But we don't usually accept large parties, sir. I know, but we are regular customers. What's your name please, sir? Michael Peterson. Mr. Peterson...of course! That'll be all right. We'll put two tables together. Thanks. What food would you prefer for today, sir? We have fresh seafood tonight. No. We like to eat vegetables. ",What does 'book a table' cause?,gen,you,put two tables together,don't usually accept large parties,regular customers,1
3203,dream-0365-triplet-4,0,Which goal motivates the act/action 'I look for the key to the door'?,"Would you help me for a minute,please? Of course. What do you want me to do? Could you hold these packages while I look for the key to the door? I'd be glad to. What's in these packages? They're extremely heavy. Just the things we need for the picnic tomorrow. Well, hurry up and open the door. I told you these things were very heavy. I can't find the key. You must have it. You're right, but how can I get the key while I'm holding all these packages? ",Which goal motivates the act/action 'I look for the key to the door'?,gen,these things were very heavy,open the door,get the key,extremely heavy,1
2381,mutual-1088-triplet-3,0,What prerequisite does 'assistant' have?,"hi , can i help you ? yes , i saw your ad in today 's newspaper . it says that you need to hire an assistant . can you tell me some information about the job ? ok. well , we manage a very busy agency . the assistant will help by answering phones and typing documents . the problem is that you 'll have to concentrate in a noisy environment . can you handle that ? yes , i have worked for busy organizations before . and how fast can you type ? i type 60 words per minute . great . feel free to come down and pick up an application from me . if we hire you , your position will be temporary for the first three months . qualified",What prerequisite does 'assistant' have?,gen,fast can you type,information about the job,worked for busy organizations,feel free to come down and pick up an application,0
2469,mutual-1155-triplet-8,0,Which goal motivates the act/action 'come to my house'?,"hi , maria , how 's it going ? good . i finished all my courses today , so i can relax . great . maybe you 'll have time for some traveling now . maybe , but i think i 'll stay at home this weekend . oh , well , why do n't you come to my house ? my family is coming over . we 're having a barbeque in the back garden . thanks . but it 's with your families , so you probably do n't want other people there . no , really . do n't worry , because i 'm inviting a few people from my class as well . i 'd really like you to come . ",Which goal motivates the act/action 'come to my house'?,gen,how 's it going,we 're having a barbeque in the back garden,why do n't you come to my house,traveling,1
4091,dream-0522-triplet-11,0,When does 'light lunch' happen?,"Hello, Happy Time Catering Services, Vitoria speaking. How can I help you? Hello, Victoria. This is Joe Smith from country holidays. I wondered if you could do some catering for us next week, we are having a small reception. It's to launch our summer holiday advertising campaign. Will you be free? When exactly is it? Mr. Smith? April 21st, that's Thursday. Oh, sorry, no. It should be Friday. Oh, yes I can do that where will you be holding it? We thought we'd have that at head office and use the conference room, because there is enough room for everyone there. Ok. What sort of things would you like? Just a light lunch I think, so that people can eat while they move around and talk to each other. You did some thing similar for us last year. We'd be happy to have the same menu again. Right. I'll look at my diary and see what you had last time. Oh, I nearly forgot to ask you how many should I cater for? Well, I think most people will be able to come, perhaps around 30. No, let's say 35, to be sure. Right, thank you for getting in touch, Mr. Smith. I'll send you confirmation of the arrangements by the end of this week. Ok. ",When does 'light lunch' happen?,gen,last time,small reception,menu,summer holiday,1
1828,dream-0015-triplet-5,0,What prerequisite does 'go with me' have?,"Are you free on the weekend? I haven't got any plans yet, why? There is an exhibition of Chinese paintings at the public library. Would you like to go with me? I'd love to, but when? How about Saturday morning? It's cooler in the morning and maybe less crowded. I'm afraid I can not get up early on weekends. I'd prefer Saturday afternoon. Believe me there won't be too many people. So, shall we meet at 2:00, Saturday afternoon? OK, that would be great. I'll be waiting for you at my home. ",What prerequisite does 'go with me' have?,gen,when,paintings,plans,Saturday afternoon,0
388,daily-dialogue-1220-triplet-5,0,When does 'look at houses' happen?,"Hello , I would like to make an appointment to look at houses . Sure , would you prefer looking in the morning or afternoon ? I would prefer mornings . Can you go during the week , or can you only go during the weekend ? Going to look at houses during the week is best for me . Where would you like me to pick you up ? I will meet you at the real estate office . I am thinking of looking at three houses , and it will take about two hours . That sounds good to me . Once I contact the owners and confirm the times , I will e-mail you a schedule . ",When does 'look at houses' happen?,gen,make an appointment,mornings,morning,pick you up,1
1968,dream-0049-triplet-1,0,What does 'medicine' cause?,"Doctor! Doctor! Help me, please! Take it easy, please! Sit here, now, what's the matter with you? And can I help you? I feel sick. I have a bad stomach-ache, and my head troubles me a lot. Well, let me have a check. Open your mouth please. And say 'Ah'. Ah! Is that serious, doctor? Not really. Did you have your supper this evening? No, I only had some bananas. And the bananas were not quite ripe, fight? Well, yes, they were a bit green. That explains it. I wish I had not eaten them. Take this medicine twice a day and I'm sure you'll be fine. Thanks, doctor. I'll do as you told me. Good-bye, doctor. Bye! And take care. ",What does 'medicine' cause?,gen,serious,a bit green,you'll be fine,fine,3
3406,dream-0800-triplet-3,0,Which goal motivates the act/action 'go to hang with my friends'?,"This business of having to be a role model, where you can never relax, hang loose, can you? Well, I can't exactly go to hang with my friends at some of the places we used to go to, and just basically raise hell and have a whole bunch of fun. I can't do that any more because it's not good for the public to see that. It's not good for me. Your father said you have the ability to be one of the biggest influences in history, not just golf, humanity. What do you think of that? I think that is more important than just my golf. I think my golf is merely a vehicle to influence people How? How? Oh, so many kids look up to role models, so I can help out kids in a positive way, I can influence their lives in a positive way, and I think that's what it's about. I mean you are only 21, what's the goal? Where do you go? Keep winning. But you know, at a certain point, doesn't lose its thing...? Winning never gets old and having fun never gets old either. And you always have fun. And playing these tournaments is with all the apprehension and everything, still fun? Always. The day it's not fun is the day I quit And it's been fan since I was in the high chair. And it's fun today. ",Which goal motivates the act/action 'go to hang with my friends'?,gen,doesn't lose its thing,it's fun,?,have a whole bunch of fun,3
2963,dream-0175-triplet-6,0,What prerequisite does 'leave the bank' have?,"How are you getting on, White? Are you still working for the Merry Lynch Bank? Yes, Kitty, that's right. I suppose you know quite a lot about banking by now, don't you? Oh, yes. To tell you the truth, I'm a bit tired of it. Really? Isn't it good to work in a bank? You know I've been working for the Merry Lynch Bank for over 15 years. So you are thinking of making a change,are you? Yes, I am. Actually, you know, I'm thinking of beginning my own business. That sounds great. Yes, I think it over, but the problem is money. If I had enough money, I'd leave the bank tomorrow. What are you going to do to solve the problem? I'll borrow some money from a bank, of course, but not from the one I've been working for. ",What prerequisite does 'leave the bank' have?,gen,had enough money,beginning my own business,money,working,0
56,daily-dialogue-1018-triplet-2,0,What is 'menu' used for?,"Good morning , sir . Do you have a reservation ? Yes . My name is Charles . I see . We have a window table reserved for you . It's very kind of you . Would you like to order now or wait for a while ? Bring me the menu , please . ",What is 'menu' used for?,gen,Bring me the menu,order,window table reserved for you,reservation,1
1055,mutual-0279-triplet-6,0,"What desire is caused by 'like to have coffee , water , fruit juice and some cola'?","mike , come here , please . i 'm coming , mom . it looks like you 're very busy . is someone coming this afternoon ? yes , some of my friends are coming over this afternoon . there 's still so much to get ready . is there anything i can do to help you ? sure , i still need to get some drinks . i 'd like to have coffee , water , fruit juice and some cola . i 'll go and buy some fruit juice and cola and then i 'll make some coffee . do you know how to make coffee ? yes , aunt joan taught mary and me when we visited her last week . so i can make very nice coffee now . ","What desire is caused by 'like to have coffee , water , fruit juice and some cola'?",gen,someone coming,know how to make coffee,go and buy some fruit juice and cola and then i 'll make some coffee,get some drinks,2
1425,daily-dialogue-0116-triplet-3,0,What is 'lobster' distinct from?,"Are you ready to order ? May I suggest a veal . No , I'll have the fish please . The chicken is also nice . No , I want the fish . Our special tonight is lobster . Thank you , but I prefer the fish Perhaps you'd enjoy the lamb No , I like the fish . What ever you say ? ",What is 'lobster' distinct from?,gen,fish,lamb,chicken,want the fish,0
2903,dream-0160-triplet-7,0,Which goal motivates the act/action 'sleep an average of eight hours a day'?,"Hi, Mike. What have you been up to? Not much. I started exercising. Trying to get in shape? Yeah, and I need to start improving my health. Me, too. What are you doing besides exercising? That's about all. I think if you eat better, it will also help a lot. Sleep is important, too. I heard people who sleep an average of eight hours a day have less health problems. Looks like there are a lot of things to do to stay healthy. True. But I think it is worth it. When you get older, you want to be healthy and active. Absolutely. ",Which goal motivates the act/action 'sleep an average of eight hours a day'?,gen,stay healthy,help,have less health problems,get in shape,2
2985,dream-0304-triplet-3,0,What is 'American Express'?,"Waiter, can we have the bill please? Yes, madam. How will you pay for it, with cash or credit card,please? With my Visa Card. I'm awfully sorry, madam. But we only accept American Express and Master Card. In that case, I'll pay with cash then. Thank you, madam. ",What is 'American Express'?,gen,credit card,Visa Card,pay with cash,accept American Express and Master Card,0
2886,dream-0157-triplet-5,0,What desire is caused by 'I just got started working at the old company'?,"Hi, Kathy, it's Jason. Hi, Jason. I haven't heard from you in a while. Well. I've been busy. I've started my own company. Wow, what kind of business is it? Just a small on-line store. I am hiring staff and I want you to come to work for me. Actually, I just got started working at the old company again. Oh, I didn't realize you were going back. Well, can you recommend someone else? ",What desire is caused by 'I just got started working at the old company'?,gen,small on-line store,going back,got started working at the old company again,recommend someone else,3
1236,daily-dialogue-0036-triplet-4,0,What does 'The case is annoying' cause?,"Ann , stop bugging Jess and help me order something new . Lattes are so passe these days . Why don't you try an Americano ? Espresso with water . Sounds a little weak . Go with a hammerhead then-espresso mixed with drip coffee . Sounds better , but I hope it doesn't inspire me to take a hammer to the client's head . Don't worry , James . We'll get this case worked out in no time . The case is difficult. The case is annoying. Keep awake.",What does 'The case is annoying' cause?,gen,inspire me to take a hammer to the client's head,get this case worked out in no time,help me order something new,Lattes are so passe these days,3
1432,daily-dialogue-0118-triplet-3,0,What is 'black coffee'?,"Are you ready to order now , Sir ? May I have the menu , please ? Yes , here you go . I'd like to have some local specialties . Would you recommend for me , please ? Sure , the Huanghe carp with sugar and vinegar is famous in our restaurant . OK . We'll take it . Anything else ? A fried crisp chicken and an eggplant with chili sauce . How about drink ? Coffee , only black coffee , ",What is 'black coffee'?,gen,local specialties,Coffee,here you go,famous,1
1649,daily-dialogue-0331-triplet-3,0,What does 'live by himself' cause?,"Come back . You haven't paid yet . May , just let him go . But he took some newspaper away without paying . I know . Why ? You make me confused . He lives nearby and he would just glance at the newspaper headlines , read the political sections and return them later . Why does he have such a privilege ? He used to be a hero during the war time and everyone respect him . I see . Does he live by himself ? Yes , he has no children and his wife passed away when he was in the battle . He must be lonely ? I bet . But he is always busy telling the children stories . How respectable ! ",What does 'live by himself' cause?,gen,make me confused,lonely,have such a privilege,You haven't paid yet,1
