Unnamed: 0,video-id,fold-ind,startphrase,sent1,sent2,gold-source,ending0,ending1,ending2,ending3,label
3654,dream-0848-triplet-4,0,What is 'can afford this book' obstructed by?,fake_sent1,What is 'can afford this book' obstructed by?,gen,buy that book,it's awfully expensive,not sure I can afford this book,required course,1
1089,mutual-0292-triplet-3,0,When does 'my father lost his job' happen?,fake_sent1,When does 'my father lost his job' happen?,gen,work,half a year ago,studying in high school,why did n't you go to college,1
3953,dream-0491-triplet-5,0,What desire is caused by 'haven't had any hot water'?,fake_sent1,What desire is caused by 'haven't had any hot water'?,gen,get someone to come around at the weekend,Okay,assumed there would be one in the flat,tell me,0
3805,dream-0882-triplet-2,0,What property does 'Alaska' have?,fake_sent1,What property does 'Alaska' have?,gen,pretty cold for much of the year,days are really long,sunny,cold,0
2013,dream-0063-triplet-3,0,What is 'taxi' used for?,fake_sent1,What is 'taxi' used for?,gen,taxis,take a taxi,going back,your first time in London,2
2263,mutual-1007-triplet-3,0,What does 'rained the whole time' cause?,fake_sent1,What does 'rained the whole time' cause?,gen,nice to see you,the worst weekend of my life,worst weekend of my life,The concert was good a good weekend,1
2145,mutual-0030-triplet-6,0,What happens after 'Today'?,fake_sent1,What happens after 'Today'?,gen,next tuesday,finish my math homework,free time,go to visit my grandmother,0
3362,dream-0432-triplet-2,0,What is implied by 'breaking the records at the recent Olympics'?,fake_sent1,What is implied by 'breaking the records at the recent Olympics'?,gen,a swimming star,don't you enjoy swimming,"enjoy visiting other countries, and the Olympics are very exciting",hardly be able to win,0
3496,dream-0815-triplet-10,0,What is 'break our engagement' a manner of?,fake_sent1,What is 'break our engagement' a manner of?,gen,break our engagement over this,get a patch,stress,rethink our plans,3
1326,daily-dialogue-0076-triplet-1,0,What does 'go' cause?,fake_sent1,What does 'go' cause?,gen,club,free,go in time,pleased,3
3385,dream-0442-triplet-2,0,What is implied by 'awake'?,fake_sent1,What is implied by 'awake'?,gen,lightning,you might not see that,awake,hear the thunder,3
1134,daily-dialogue-0002-triplet-1,0,What does 'my snowshoes got caught on a rock' cause?,fake_sent1,What does 'my snowshoes got caught on a rock' cause?,gen,ankle,get you to a hospital for an X-ray,that serious,it feel,0
1207,daily-dialogue-0018-triplet-6,0,What is 'Taijiquan'?,fake_sent1,What is 'Taijiquan'?,gen,a walk in the park,see many people,outdoor exercise,have the park to ourselves,2
3740,dream-0870-triplet-3,0,What does 'working full-time' cause?,fake_sent1,What does 'working full-time' cause?,gen,my time is my own,hired any employees to work with you yet,seldom had time to enjoy my hobby,wish you success in your new business,2
3219,dream-0368-triplet-2,0,What is 'come to the cinema' obstructed by?,fake_sent1,What is 'come to the cinema' obstructed by?,gen,go tomorrow night,wash your hair,wash my hair,depends,2
72,daily-dialogue-1048-triplet-3,0,What is implied by 'won't remember'?,fake_sent1,What is implied by 'won't remember'?,gen,exciting books,she's read,bad memory,she probably won't remember,2
700,dream-0272-triplet-8,0,What is 'Post Office' used for?,fake_sent1,What is 'Post Office' used for?,gen,walk to the post office,register,mail box,got a stamp,3
2559,daily-dialogue-3515-triplet-1,0,What is 'camera' capable of?,fake_sent1,What is 'camera' capable of?,gen,taken,no picture taken,fight,take a picture,3
1160,daily-dialogue-0008-triplet-3,0,What is 'Santos'?,fake_sent1,What is 'Santos'?,gen,types of beans,woman after my own heart,special blend,beans,0
1014,mutual-0255-triplet-4,0,What property does 'physics' have?,fake_sent1,What property does 'physics' have?,gen,subject,science,jack,not easy to understand,3
3511,dream-0818-triplet-5,0,What happens after 'get tickets'?,fake_sent1,What happens after 'get tickets'?,gen,going to a movie,go to a movie,seeing a movie on Wednesday after school,show time,1
4025,dream-0497-triplet-9,0,What property does 'my coat' have?,fake_sent1,What property does 'my coat' have?,gen,left it on a bus,No,nice,keep your ears warm,2
513,dream-0227-triplet-5,0,When does 'picnic' happen?,fake_sent1,When does 'picnic' happen?,gen,nice and sunny,hasn't rained for a week,weather news,weekend,3
2587,daily-dialogue-3523-triplet-3,0,Which goal motivates the act/action 'be careful'?,fake_sent1,Which goal motivates the act/action 'be careful'?,gen,traffic in Beijing can be dangerous,hire a bike,cycling,hire bikes,0
3794,dream-0881-triplet-2,0,What is implied by 'walking in the mountains'?,fake_sent1,What is implied by 'walking in the mountains'?,gen,climb up and down,How far did you walk,carried all the things by ourselves,good place,0
4238,mutual-0239-triplet-4,0,What does 'having a party' cause?,fake_sent1,What does 'having a party' cause?,gen,having a party,call me when you want me to pick you up,birthday,invited me to spend the night at her place,3
1985,dream-0055-triplet-4,0,What does 'take the plane' cause?,fake_sent1,What does 'take the plane' cause?,gen,Down the hall,don't sell tickets,How much is a second class ticket,could you tell me when the plane for Berlin leaves,3
303,daily-dialogue-1189-triplet-3,0,What does 'the waiter is busy' cause?,fake_sent1,What does 'the waiter is busy' cause?,gen,complimentary fruit tray,gotta run,Your food will be ready soon,waiter is busy,1
1912,dream-0038-triplet-2,0,What does 'I've been looking for one over a year' cause?,fake_sent1,What does 'I've been looking for one over a year' cause?,gen,Today wouldn't have been any different,how bad you feel,What good would it have done,nobody to talk to,0
334,daily-dialogue-1202-triplet-10,0,What desire is caused by 'better not be so emotional'?,fake_sent1,What desire is caused by 'better not be so emotional'?,gen,stay and accompany me for a while,haven't seen you for a long time,miss my family,didn ’ t go anywhere,0
3643,dream-0846-triplet-2,0,What property does 'keep boys quiet' have?,fake_sent1,What property does 'keep boys quiet' have?,gen,difficult,never listen to me,do some work,noisy,0
611,dream-0257-triplet-3,0,What does 'arm exercises' cause?,fake_sent1,What does 'arm exercises' cause?,gen,too fat or too soft,what exercises,?,raise your blood pressure,3
1682,daily-dialogue-0409-triplet-2,0,What property does 'beautiful city' have?,fake_sent1,What property does 'beautiful city' have?,gen,No other city can match it,comfortable to live in,live in other cities,beautiful,1
1948,dream-0042-triplet-1,0,What does 'I had to eat first' cause?,fake_sent1,What does 'I had to eat first' cause?,gen,my wife preferred to see an old film,I missed the beginning of it,good game,Did your wife enjoy it,1
147,daily-dialogue-1073-triplet-11,0,What does 'create a lively atmosphere' cause?,fake_sent1,What does 'create a lively atmosphere' cause?,gen,closely watch his or her expressions,Details can mean succeed or fail,win the interviewer's favorable impression,present the best of yourself,2
1792,daily-dialogue-3781-triplet-2,0,What is 'tonight' distinct from?,fake_sent1,What is 'tonight' distinct from?,gen,a fabulous cook,Friday,new dish,go to a concert,1
2736,dream-0120-triplet-5,0,What desire is caused by 'enjoy walking alone'?,fake_sent1,What desire is caused by 'enjoy walking alone'?,gen,walking through the streets,waiting for a bus,Going for a walk,going for a walk,3
2716,dream-0116-triplet-9,0,What property does 'swimming pool' have?,fake_sent1,What property does 'swimming pool' have?,gen,Saturday,watched a basketball match,stay for a long time,very good,3
1143,daily-dialogue-0003-triplet-2,0,What does 'break-in' cause?,fake_sent1,What does 'break-in' cause?,gen,I don't know,It happened last night .,busted my window,send a squad car to your house,3
3829,dream-0451-triplet-6,0,What desire is caused by 'you know how to farm'?,fake_sent1,What desire is caused by 'you know how to farm'?,gen,see your grandparents,learn to do some farming,plan for your holidays,kind people,1
1358,daily-dialogue-0084-triplet-3,0,What does 'carry it home' cause?,fake_sent1,What does 'carry it home' cause?,gen,Really,back will get worse,Ok,off to the department store,1
179,daily-dialogue-1099-triplet-4,0,Which goal motivates the act/action 'hike'?,fake_sent1,Which goal motivates the act/action 'hike'?,gen,bring him along,go as much as I can,get out of the city,pretty far away from the city,2
498,dream-0224-triplet-5,0,What does 'have overworked' cause?,fake_sent1,What does 'have overworked' cause?,gen,Your English is very good,I understand you quite well,burned yourself out,didn't quite catch you,2
1048,mutual-0277-triplet-2,0,What desire is caused by 'it will just take a short time to the valley'?,fake_sent1,What desire is caused by 'it will just take a short time to the valley'?,gen,be careful,go down the valley to find a nice place for a camp,take a short time to the valley,thank you bill,1
2227,mutual-0100-triplet-1,0,What does 'a lot of computer work' cause?,fake_sent1,What does 'a lot of computer work' cause?,gen,take regular breaks,my neck really hurts,reduce the pressure on your neck,do a lot of computer work,1
521,dream-0228-triplet-4,0,What is 'bike' used for?,fake_sent1,What is 'bike' used for?,gen,got here early,stand up,worry,cars,0
2273,mutual-1013-triplet-2,0,What desire is caused by 'not so expensive'?,fake_sent1,What desire is caused by 'not so expensive'?,gen,not so expensive,how are you getting to xi'an,could fly,take the bus,2
4127,daily-dialogue-0820-triplet-4,0,What is 'trainer' used for?,fake_sent1,What is 'trainer' used for?,gen,room key,using the gym,work out,exercise,3
2946,dream-0171-triplet-3,0,What happens after 'rent these movies'?,fake_sent1,What happens after 'rent these movies'?,gen,help,have your membership card,be back the day after tomorrow,return them,3
988,dream-0606-triplet-20,0,Which goal motivates the act/action 'walking'?,fake_sent1,Which goal motivates the act/action 'walking'?,gen,recreational swimming,get enough people together,stay in shape,exercise,3
3144,dream-0353-triplet-7,0,What desire is caused by 'caught a bad cold'?,fake_sent1,What desire is caused by 'caught a bad cold'?,gen,come down for breakfast,call the doctor,remember the doctor's telephone number,go to school,1
4198,mutual-0203-triplet-1,0,What desire is caused by 'she does n't seem to be available at the moment'?,fake_sent1,What desire is caused by 'she does n't seem to be available at the moment'?,gen,leave a message,help,let me know,miss o'shea,0
1346,daily-dialogue-0079-triplet-7,0,When does 'go to a dancing party' happen?,fake_sent1,When does 'go to a dancing party' happen?,gen,at six,dance,?,haven't danced for a long time,0
2206,mutual-0078-triplet-1,0,What does 'still 3 days away' cause?,fake_sent1,What does 'still 3 days away' cause?,gen,not worried about the exam,look so worry,ready for the exam,finish my essay tomorrow,0
3873,dream-0467-triplet-1,0,What does 'you've made a wrong turn' cause?,fake_sent1,What does 'you've made a wrong turn' cause?,gen,turn left,don't have to take me there,make a U-turn,I am sorry,3
3624,dream-0840-triplet-4,0,What is 'I thought that was very interesting' obstructed by?,fake_sent1,What is 'I thought that was very interesting' obstructed by?,gen,not at all over-detailed,piles on the details,overloads it with details,couldn't see the town,2
2681,dream-0113-triplet-1,0,Which goal motivates the act/action 'get to your house'?,fake_sent1,Which goal motivates the act/action 'get to your house'?,gen,coming to my birthday party,81881688,What time,get to your house,0
1353,daily-dialogue-0081-triplet-6,0,What does 'near the office' cause?,fake_sent1,What does 'near the office' cause?,gen,find a place near the office,a long trip to work,enroll in a night school,expensive,1
3220,dream-0368-triplet-3,0,What is 'come to the cinema' obstructed by?,fake_sent1,What is 'come to the cinema' obstructed by?,gen,cinema,go tomorrow night,wash your hair,got to wash my hair again,3
4042,dream-0498-triplet-13,0,What subevent does 'mountain lake cycle tour' have?,fake_sent1,What subevent does 'mountain lake cycle tour' have?,gen,first group will leave,staggered,cyclists registered,cycle one way,0
232,daily-dialogue-1161-triplet-9,0,What desire is caused by 'can't open the door'?,fake_sent1,What desire is caused by 'can't open the door'?,gen,must be deaf,ask the old woman in that reception office,must be a haunted house,enter it,1
2142,mutual-0030-triplet-3,0,Which goal motivates the act/action 'finish my math homework'?,fake_sent1,Which goal motivates the act/action 'finish my math homework'?,gen,finish my math homework,i ca n't,i do n't want to do my math homework there,spend time with my grandparents,2
568,dream-0243-triplet-7,0,What desire is caused by 'admitted to hospital'?,fake_sent1,What desire is caused by 'admitted to hospital'?,gen,in the hospital,sent to the hospital,bad cold or have a headache,asked me to see her nephew,3
4055,dream-0501-triplet-2,0,Where is 'boating' located?,fake_sent1,Where is 'boating' located?,gen,boating,Keswick,watching Friends,staying in a country inn,1
3485,dream-0814-triplet-5,0,What does 'had an emergency at home' cause?,fake_sent1,What does 'had an emergency at home' cause?,gen,came in to take over,glad I'm a vegetarian,so sorry,What?,0
3760,dream-0874-triplet-1,0,Where is 'at the University of California' located?,fake_sent1,Where is 'at the University of California' located?,gen,attend a conference,University of California,official letter of invitation,visit,0
2639,dream-0101-triplet-2,0,What is implied by 'headache'?,fake_sent1,What is implied by 'headache'?,gen,check,take two or three days' rest,suffering from a fever,medicine is for one day only,2
2530,daily-dialogue-3501-triplet-5,0,Which goal motivates the act/action 'food you could buy'?,fake_sent1,Which goal motivates the act/action 'food you could buy'?,gen,leave it to me,take care of it,Valentine ’ s Day Party,invited all our sophomore friends from school,2
2418,mutual-1128-triplet-5,0,What does 'it really hurt' cause?,fake_sent1,What does 'it really hurt' cause?,gen,they do n't attack you,be careful of them,what ?,active than those at the zoo,1
3489,dream-0815-triplet-3,0,What does 'you have never smoked' cause?,fake_sent1,What does 'you have never smoked' cause?,gen,don't really understand,won't mention it for a week,worry about you,go to a doctor,0
1827,dream-0015-triplet-4,0,What desire is caused by 'I'd love to'?,fake_sent1,What desire is caused by 'I'd love to'?,gen,cooler in the morning,free,get up early on weekends,I haven't got any plans yet,3
2028,dream-0066-triplet-3,0,What does 'not enough people selling tickets this afternoon' cause?,fake_sent1,What does 'not enough people selling tickets this afternoon' cause?,gen,me,delay,gave up and left,buy today's film tickets,1
1409,daily-dialogue-0111-triplet-4,0,What prerequisite does 'interview' have?,fake_sent1,What prerequisite does 'interview' have?,gen,updated your CV,Lots,updated,research,0
224,daily-dialogue-1161-triplet-1,0,What is implied by 'more than 100 years'?,fake_sent1,What is implied by 'more than 100 years'?,gen,frightened,old,can't open the door,looks interesting,1
3631,dream-0842-triplet-2,0,Which goal motivates the act/action 'writing newspaper articles'?,fake_sent1,Which goal motivates the act/action 'writing newspaper articles'?,gen,work for some newspaper firm,changing my major,practical training,general background course,0
711,dream-0274-triplet-2,0,"What is 'your name, your address and telephone number' used for?",fake_sent1,"What is 'your name, your address and telephone number' used for?",gen,return the lost item when found,one foot long and seven inches tall,wallet,give me your name,0
790,dream-0573-triplet-4,0,What is 'get through it' obstructed by?,fake_sent1,What is 'get through it' obstructed by?,gen,they had my best interest and heart,my parents took me out of it,hold your interest,drifting away,3
1893,dream-0035-triplet-4,0,What does 'on the big screen' cause?,fake_sent1,What does 'on the big screen' cause?,gen,too long,Oh,it looked great,seeing it at home,2
2460,mutual-1154-triplet-2,0,What prerequisite does 'make some bread' have?,fake_sent1,What prerequisite does 'make some bread' have?,gen,bread,bread maker,come to my house in the evening,"hi , maggie",1
1652,daily-dialogue-0353-triplet-1,0,What does 'coughed a lot' cause?,fake_sent1,What does 'coughed a lot' cause?,gen,have a word with you,feel sick,good .,doctor,1
77,daily-dialogue-1050-triplet-1,0,What is implied by 'written for several top newspapers'?,fake_sent1,What is implied by 'written for several top newspapers'?,gen,impressive writing experience,top newspapers in the country,Thank you,getting a job at newspaper agency,0
235,daily-dialogue-1161-triplet-12,0,What property does 'house' have?,fake_sent1,What property does 'house' have?,gen,haunted,joking,house,ask the old woman,0
1838,dream-0018-triplet-4,0,Which goal motivates the act/action 'Let's put it in this box'?,fake_sent1,Which goal motivates the act/action 'Let's put it in this box'?,gen,bake a cake,stays nice and flat,give grandma the picture,loves your artwork,1
551,dream-0242-triplet-1,0,What desire is caused by 'mom's fiftieth birthday'?,fake_sent1,What desire is caused by 'mom's fiftieth birthday'?,gen,have it at home,do the shopping,make her look younger,"birthday cake too, with fifty candles",3
3126,dream-0350-triplet-8,0,What does 'work very fast' cause?,fake_sent1,What does 'work very fast' cause?,gen,computers have become smaller,small,worked very slow,greatly changed our lives,3
3218,dream-0368-triplet-1,0,What does 'got to wash my hair again' depend on?,fake_sent1,What does 'got to wash my hair again' depend on?,gen,can't go tomorrow night,who asks me to go to the cinema,wash your hair every night,come to the cinema,1
2109,mutual-0014-triplet-5,0,What happens after 'we 're finally here'?,fake_sent1,What happens after 'we 're finally here'?,gen,let 's check in,beat from the drive,trip,arrived at a hotel,0
834,dream-0589-triplet-7,0,What is 'terrible accident' capable of?,fake_sent1,What is 'terrible accident' capable of?,gen,killing someone,terrible accident,making me feel better,what happened,0
3605,dream-0836-triplet-2,0,What does 'didn't return home after the war' cause?,fake_sent1,What does 'didn't return home after the war' cause?,gen,everybody thought he had been killed in the war,saw an old man,surprised,everything happened just like a film,0
4135,daily-dialogue-0825-triplet-2,0,What is implied by 'were delivered this morning'?,fake_sent1,What is implied by 'were delivered this morning'?,gen,short of staff,delivered,something wrong with this dish,don't think this is fresh,3
1430,daily-dialogue-0118-triplet-1,0,Which goal motivates the act/action 'recommend'?,fake_sent1,Which goal motivates the act/action 'recommend'?,gen,local specialties,Anything,ready to order now,recommend,0
1398,daily-dialogue-0107-triplet-1,0,What is implied by 'first time'?,fake_sent1,What is implied by 'first time'?,gen,Voting is simple,describe everything on the ballot,don ’ t know,no idea how to do it,3
3895,dream-0478-triplet-1,0,Where is 'nearest shoe shop' located?,fake_sent1,Where is 'nearest shoe shop' located?,gen,bus stop,road,Queen's Road,not far,2
1683,daily-dialogue-0409-triplet-3,0,What does 'live in other cities as long as enough' cause?,fake_sent1,What does 'live in other cities as long as enough' cause?,gen,It's heaven,agree,love them just as much,climate here is pleasant,2
1275,daily-dialogue-0062-triplet-2,0,What prerequisite does 'make an appointment for you' have?,fake_sent1,What prerequisite does 'make an appointment for you' have?,gen,alright,our family physician,small fever turns into a big fever,get plenty of rest,1
2141,mutual-0030-triplet-2,0,What is 'free time' obstructed by?,fake_sent1,What is 'free time' obstructed by?,gen,spend time with my grandparents,finish my math homework,free time,2 french classes,1
3567,dream-0831-triplet-6,0,What does 'late getting home' cause?,fake_sent1,What does 'late getting home' cause?,gen,my mother will worry,bus go,don't know whether I can catch the last bus,had a good time,0
2911,dream-0164-triplet-2,0,What does 'get my teeth filled' cause?,fake_sent1,What does 'get my teeth filled' cause?,gen,hurt,It looks swollen,can't stand the pain,swollen,1
725,dream-0274-triplet-16,0,What desire is caused by 'lost my handbag'?,fake_sent1,What desire is caused by 'lost my handbag'?,gen,fill out this report,one foot long and seven inches tall,left it in the coffee shop,a white one,0
1859,dream-0028-triplet-3,0,What is 'straws' used for?,fake_sent1,What is 'straws' used for?,gen,chicken nuggets,drink,straws,Coke,3
3875,dream-0467-triplet-3,0,What desire is caused by 'looking for passengers'?,fake_sent1,What desire is caused by 'looking for passengers'?,gen,you've made a wrong turn,make a U-turn,walk,riding around,3
1253,daily-dialogue-0047-triplet-2,0,What is 'dogs'?,fake_sent1,What is 'dogs'?,gen,little box,Well,pet,fur type animal,3
820,dream-0585-triplet-2,0,What desire is caused by 'she's just possessive'?,fake_sent1,What desire is caused by 'she's just possessive'?,gen,I know,don't know how to tell her,head over heels in love with you,need some space for myself,3
2360,mutual-1072-triplet-7,0,What prerequisite does 'eat' have?,fake_sent1,What prerequisite does 'eat' have?,gen,i 've already done it,please,glasses,tennis lesson,2
3173,dream-0358-triplet-1,0,What is 'get another job' obstructed by?,fake_sent1,What is 'get another job' obstructed by?,gen,digging gardens is not a job,like my job,think of the future,think very seriously,1
1046,mutual-0276-triplet-7,0,What is 'the last one'?,fake_sent1,What is 'the last one'?,gen,the last one,spanish,learn a foreign language,language that you want to learn,1
341,daily-dialogue-1203-triplet-7,0,What is implied by 'car was hit by an express train'?,fake_sent1,What is implied by 'car was hit by an express train'?,gen,unhappy,horrible accident,had an accident on his way home from work,hurt,2
809,dream-0578-triplet-5,0,"Which goal motivates the act/action 'The game starts at two, but we'll be there at 1:00'?",fake_sent1,"Which goal motivates the act/action 'The game starts at two, but we'll be there at 1:00'?",gen,why did you decide to coach a football team,prepare,coaching a boys' football team,have a game tomorrow,1
2548,daily-dialogue-3511-triplet-4,0,What is 'green apples'?,fake_sent1,What is 'green apples'?,gen,sweet,fruit,red apples,green apples,1
3176,dream-0358-triplet-4,0,What does 'money's not bad' cause?,fake_sent1,What does 'money's not bad' cause?,gen,like my job,that,money's not bad,get another job for a change,0
4171,dream-0701-triplet-7,0,What is implied by 'I have to do a lot for my mom at home'?,fake_sent1,What is implied by 'I have to do a lot for my mom at home'?,gen,my mother doesn't want me to go overseas,decline this offer,living alone,You are very considerate,3
3881,dream-0472-triplet-6,0,What is 'thank you very much' the social norm for?,fake_sent1,What is 'thank you very much' the social norm for?,gen,Not very far and not difficult to find,repair my shoes,You're welcome,one on Fifth Street,2
840,dream-0589-triplet-13,0,What desire is caused by 'meeting someone after accident'?,fake_sent1,What desire is caused by 'meeting someone after accident'?,gen,got back from Africa where I had a terrible accident,making me feel better,How soon,beautiful flowers,3
1696,daily-dialogue-0425-triplet-4,0,What prerequisite does 'car start' have?,fake_sent1,What prerequisite does 'car start' have?,gen,starter,it could be,car won't start,it's the starter,0
1351,daily-dialogue-0081-triplet-4,0,What is a synonym of 'look for an apartment'?,fake_sent1,What is a synonym of 'look for an apartment'?,gen,off work time,enroll in a night school,find a place,An,2
1145,daily-dialogue-0003-triplet-4,0,What does 'What was taken' cause?,fake_sent1,What does 'What was taken' cause?,gen,busted my window,send a squad car to your house,break-in,Please do,2
836,dream-0589-triplet-9,0,What desire is caused by 'beautiful flowers'?,fake_sent1,What desire is caused by 'beautiful flowers'?,gen,Thank you,get a bit fatter,laid up in a hospital,Tell me what happened,0
638,dream-0260-triplet-10,0,Where is 'doctor' located?,fake_sent1,Where is 'doctor' located?,gen,send for the doctor,school clinic,doesn't matter too much,Thank you,1
3932,dream-0488-triplet-4,0,What property does 'a hotel' have?,fake_sent1,What property does 'a hotel' have?,gen,opposite to a supermarket,nice,hotels,nearest,3
407,daily-dialogue-1248-triplet-5,0,Where is 'catching a flight' located?,fake_sent1,Where is 'catching a flight' located?,gen,catching a flight,airport,"Hello , Mr .",leaving so soon,1
3280,dream-0386-triplet-4,0,What happens after 'fainted'?,fake_sent1,What happens after 'fainted'?,gen,fainted,help,I call,an ambulance is already on its way,3
502,dream-0225-triplet-1,0,What desire is caused by 'She loves music'?,fake_sent1,What desire is caused by 'She loves music'?,gen,buy her a nice box of chocolates,good idea,give her a record,buy her a present,2
3964,dream-0493-triplet-5,0,What property does 'a secretary' have?,fake_sent1,What property does 'a secretary' have?,gen,typing,excellent,tell me about yourself,graduated from Peterson Secretary School,0
2709,dream-0116-triplet-2,0,What is 'sports center' located near?,fake_sent1,What is 'sports center' located near?,gen,been to the new sports center,Stone Street,idea.,basketball match,1
3838,dream-0452-triplet-6,0,What prerequisite does 'share with other people' have?,fake_sent1,What prerequisite does 'share with other people' have?,gen,not in charge of it,arrange some place for me to stay,good at housework,welcome,2
3645,dream-0846-triplet-4,0,What does 'children are making a lot of noise' cause?,fake_sent1,What does 'children are making a lot of noise' cause?,gen,afraid of their father,difficult to keep boys quiet,children are making a lot of noise,couldn't work,3
3540,dream-0826-triplet-2,0,What is implied by 'had a fight'?,fake_sent1,What is implied by 'had a fight'?,gen,lucky no one was hurt,he's in the police station,drove inside,mad,3
1778,daily-dialogue-1620-triplet-7,0,What is 'I know everyone suffers when he is misunderstood . But why not take it easy'?,fake_sent1,What is 'I know everyone suffers when he is misunderstood . But why not take it easy'?,gen,terrible quarrel,laughed,depressed,comfort,3
437,dream-0195-triplet-1,0,What does 'headache' cause?,fake_sent1,What does 'headache' cause?,gen,understand that,have no other choice,feeling dizzy,stay in bed,2
483,dream-0221-triplet-1,0,What desire is caused by 'flaw in this CD player'?,fake_sent1,What desire is caused by 'flaw in this CD player'?,gen,buy,give you a refund,return it,no charge at all,2
2172,mutual-0049-triplet-5,0,What does 'so excited about this trip' cause?,fake_sent1,What does 'so excited about this trip' cause?,gen,i 'm fine,a long trip,i ca n't wait to see grandma again,fine,0
1181,daily-dialogue-0011-triplet-9,0,What is 'kind attitudes'?,fake_sent1,What is 'kind attitudes'?,gen,acknowledgments,Acknowledgments,Thank you,win a good impression,0
866,dream-0599-triplet-1,0,What desire is caused by 'miss the countryside'?,fake_sent1,What desire is caused by 'miss the countryside'?,gen,Work,come back and visit,invite me to stay,find a flat,1
4052,dream-0499-triplet-10,0,What does 'Green' desire?,fake_sent1,What does 'Green' desire?,gen,hire 2 motor bikes tomorrow morning for 2 days,see you tomorrow morning,problem at all,see you,0
1964,dream-0047-triplet-8,0,What desire is caused by 'crazy about dancing'?,fake_sent1,What desire is caused by 'crazy about dancing'?,gen,asking,learn dancing,leg hasn't completely recovered,go and ask her,1
892,dream-0600-triplet-15,0,Which goal motivates the act/action 'go to the library'?,fake_sent1,Which goal motivates the act/action 'go to the library'?,gen,study,hurry,more practice,good at swimming,0
1385,daily-dialogue-0098-triplet-1,0,What is 'full time' distinct from?,fake_sent1,What is 'full time' distinct from?,gen,live near company,fill it out to the best of your ability,part time,being with a company,2
2493,mutual-1180-triplet-2,0,What is 'hurry on the order' obstructed by?,fake_sent1,What is 'hurry on the order' obstructed by?,gen,mr. matthew,i 'm in shanghai on business,sign a contract,place an order,1
579,dream-0246-triplet-3,0,What is 'battery-operated clock radio' distinct from?,fake_sent1,What is 'battery-operated clock radio' distinct from?,gen,alarm clock,electric clock radio,credit card,credit cards,1
2949,dream-0172-triplet-3,0,What subevent does 'visit my grandma' have?,fake_sent1,What subevent does 'visit my grandma' have?,gen,Lisa,wonderful,Yes,went on a picnic,3
3563,dream-0831-triplet-2,0,Which goal motivates the act/action 'say goodbye'?,fake_sent1,Which goal motivates the act/action 'say goodbye'?,gen,drive you home,catch the last bus,When does the bus go,It's not late,1
2577,daily-dialogue-3521-triplet-4,0,Which goal motivates the act/action 'save the rest'?,fake_sent1,Which goal motivates the act/action 'save the rest'?,gen,figuring out my budget,spend $ 300 a month,pay my bills,Your budget is a good idea,2
3936,dream-0488-triplet-8,0,What property does 'family hotel' have?,fake_sent1,What property does 'family hotel' have?,gen,hotels,nice,very comfortable,hotel,2
3242,dream-0375-triplet-4,0,Which goal motivates the act/action 'sends messages to her friends'?,fake_sent1,Which goal motivates the act/action 'sends messages to her friends'?,gen,sends messages to her friends,Ok,needs friends,In what ways,2
705,dream-0272-triplet-13,0,What is implied by 'familiar with this neighborhood'?,fake_sent1,What is implied by 'familiar with this neighborhood'?,gen,I should be,lived here all my life,If I get lost,know the neighborhood well,3
2472,mutual-1158-triplet-1,0,What prerequisite does 'you want to go' have?,fake_sent1,What prerequisite does 'you want to go' have?,gen,free tickets,a little later,difficult,finished the math,3
1604,daily-dialogue-0175-triplet-9,0,What does 'pay into unemployment insurance' cause?,fake_sent1,What does 'pay into unemployment insurance' cause?,gen,check out my status,cut back on my hours,collect unemployment benefits,collect benefits,3
2572,daily-dialogue-3519-triplet-2,0,What is 'eggs'?,fake_sent1,What is 'eggs'?,gen,vocation,breakfast,ham salad sandwich,sent,1
3898,dream-0478-triplet-4,0,Where is 'post office' located?,fake_sent1,Where is 'post office' located?,gen,bus stop,after three blocks,nearest shoe shop,Excuse me,1
307,daily-dialogue-1190-triplet-1,0,What is an antonym of 'taxi engaged'?,fake_sent1,What is an antonym of 'taxi engaged'?,gen,taxi is free,get there in twenty minutes,OK,Please get in,0
3796,dream-0881-triplet-4,0,What property does 'mountains' have?,fake_sent1,What property does 'mountains' have?,gen,air is very thin,mountains,holiday,air is very clean,0
1256,daily-dialogue-0047-triplet-5,0,What is 'turtles'?,fake_sent1,What is 'turtles'?,gen,nice little fish,something from the zoo,rent this apartment,pets,3
3487,dream-0815-triplet-1,0,What does 'starting a job' cause?,fake_sent1,What does 'starting a job' cause?,gen,so hard,sorry,go to a doctor,stress,3
1068,mutual-0282-triplet-1,0,What property does 'bed' have?,fake_sent1,What property does 'bed' have?,gen,i do n't know how to use it,controller is huge,move and control,"morning ,",2
2276,mutual-1016-triplet-2,0,What does 'needs to help clean up around the apartment' cause?,fake_sent1,What does 'needs to help clean up around the apartment' cause?,gen,she decided to move out,help clean up,got upset,i ca n't put up with her any longer,2
4015,dream-0496-triplet-19,0,What does 'nothing serious' cause?,fake_sent1,What does 'nothing serious' cause?,gen,going to the doctor,didn't bother going to the doctor,nothing serious,haven't been out,1
3035,dream-0317-triplet-1,0,What property does 'National Library' have?,fake_sent1,What property does 'National Library' have?,gen,no,Closed Tuesdays,open,go on that tour,1
1567,daily-dialogue-0164-triplet-4,0,What is 'leather shoes' used for?,fake_sent1,What is 'leather shoes' used for?,gen,it,expensive suit,fine,interview,3
